"","orig.ident","nCount_RNA","nFeature_RNA","percent.mt","RNA_snn_res.0.5","seurat_clusters","SingleR.labels"
"166","Blood_Cranio_scRNAseq",2699,1273,0.222304557243423,"0","0","Neutrophils"
"167","Blood_Cranio_scRNAseq",3014,1178,0.39814200398142,"0","0","Neutrophils"
"168","Blood_Cranio_scRNAseq",3160,1382,0.253164556962025,"0","0","Neutrophils"
"169","Blood_Cranio_scRNAseq",3078,1274,0.292397660818713,"0","0","Neutrophils"
"170","Blood_Cranio_scRNAseq",5020,1431,0.458167330677291,"0","0","Neutrophils"
"171","Blood_Cranio_scRNAseq",3397,1194,0.176626435089785,"0","0","Neutrophils"
"172","Blood_Cranio_scRNAseq",4459,1560,0.224265530387979,"0","0","Neutrophils"
"173","Blood_Cranio_scRNAseq",3297,1353,0.212314225053079,"0","0","Neutrophils"
"174","Blood_Cranio_scRNAseq",3243,1137,0.308356460067838,"0","0","Neutrophils"
"175","Blood_Cranio_scRNAseq",3615,1151,0.24896265560166,"0","0","Neutrophils"
"176","Blood_Cranio_scRNAseq",3602,1367,0.305385896724042,"0","0","Neutrophils"
"177","Blood_Cranio_scRNAseq",2948,1237,0.67842605156038,"0","0","Neutrophils"
"178","Blood_Cranio_scRNAseq",3222,1068,0.620732464307883,"0","0","Neutrophils"
"179","Blood_Cranio_scRNAseq",3411,1385,0.263852242744063,"0","0","Neutrophils"
"180","Blood_Cranio_scRNAseq",4243,1353,0.377091680414801,"0","0","Neutrophils"
"181","Blood_Cranio_scRNAseq",2991,1296,0.534938147776663,"0","0","Neutrophils"
"182","Blood_Cranio_scRNAseq",3552,1333,0.394144144144144,"0","0","Neutrophils"
"183","Blood_Cranio_scRNAseq",2578,978,0.930954228083786,"0","0","Neutrophils"
"184","Blood_Cranio_scRNAseq",3445,1293,0.203193033381713,"0","0","Neutrophils"
"185","Blood_Cranio_scRNAseq",3230,1105,0.835913312693498,"0","0","Neutrophils"
"186","Blood_Cranio_scRNAseq",11315,2742,4.50729120636324,"0","0","B cells"
"187","Blood_Cranio_scRNAseq",4104,1316,0.194931773879142,"0","0","Neutrophils"
"188","Blood_Cranio_scRNAseq",2872,1107,0.522284122562674,"0","0","Neutrophils"
"189","Blood_Cranio_scRNAseq",4632,1369,0.367012089810017,"0","0","Neutrophils"
"190","Blood_Cranio_scRNAseq",1672,849,0.0598086124401914,"0","0","Neutrophils"
"191","Blood_Cranio_scRNAseq",3286,1075,0.486914181375533,"0","0","Neutrophils"
"192","Blood_Cranio_scRNAseq",4100,1592,0.75609756097561,"0","0","Neutrophils"
"193","Blood_Cranio_scRNAseq",2508,1017,0.159489633173844,"0","0","Neutrophils"
"194","Blood_Cranio_scRNAseq",3309,1301,0.664853430039287,"0","0","Neutrophils"
"195","Blood_Cranio_scRNAseq",3525,1298,0.0567375886524823,"0","0","Neutrophils"
"196","Blood_Cranio_scRNAseq",3522,1437,0.454287336740488,"0","0","Neutrophils"
"197","Blood_Cranio_scRNAseq",2802,1133,0.142755174875089,"0","0","Neutrophils"
"198","Blood_Cranio_scRNAseq",2113,963,0.283956460009465,"0","0","Neutrophils"
"199","Blood_Cranio_scRNAseq",2838,1133,0.211416490486258,"0","0","Neutrophils"
"200","Blood_Cranio_scRNAseq",2962,1075,0.168804861580014,"0","0","Neutrophils"
"201","Blood_Cranio_scRNAseq",4027,1388,0.397318102806059,"0","0","Neutrophils"
"202","Blood_Cranio_scRNAseq",5383,1653,4.43990339959131,"0","0","B cells"
"203","Blood_Cranio_scRNAseq",3123,1236,0.576368876080692,"0","0","Neutrophils"
"204","Blood_Cranio_scRNAseq",2656,1125,0.451807228915663,"0","0","Neutrophils"
"205","Blood_Cranio_scRNAseq",3635,1265,0.687757909215956,"0","0","Neutrophils"
"206","Blood_Cranio_scRNAseq",2697,1181,0.667408231368187,"0","0","Neutrophils"
"207","Blood_Cranio_scRNAseq",3928,1184,0.178207739307536,"0","0","Neutrophils"
"208","Blood_Cranio_scRNAseq",2869,1171,0.627396305332869,"0","0","Neutrophils"
"209","Blood_Cranio_scRNAseq",2702,1104,0.148038490007402,"0","0","Neutrophils"
"210","Blood_Cranio_scRNAseq",2576,1094,0.31055900621118,"0","0","Neutrophils"
"211","Blood_Cranio_scRNAseq",4148,1391,0.626808100289296,"0","0","Neutrophils"
"212","Blood_Cranio_scRNAseq",4328,1330,0.462107208872458,"0","0","Neutrophils"
"213","Blood_Cranio_scRNAseq",3824,1281,0.183054393305439,"0","0","Neutrophils"
"214","Blood_Cranio_scRNAseq",4153,1474,0.505658560077053,"0","0","Neutrophils"
"215","Blood_Cranio_scRNAseq",3231,1404,0.464252553389044,"0","0","Neutrophils"
"216","Blood_Cranio_scRNAseq",3213,1256,0.404606286959228,"0","0","Neutrophils"
"217","Blood_Cranio_scRNAseq",2892,1235,0.4149377593361,"0","0","Neutrophils"
"218","Blood_Cranio_scRNAseq",1857,879,0.215401184706516,"0","0","Neutrophils"
"219","Blood_Cranio_scRNAseq",925,677,4.54054054054054,"0","0",NA
"220","Blood_Cranio_scRNAseq",2468,967,0.121555915721232,"0","0","Neutrophils"
"221","Blood_Cranio_scRNAseq",4313,1183,0.208671458381637,"0","0","Neutrophils"
"222","Blood_Cranio_scRNAseq",4743,1379,0.29517183217373,"0","0","Neutrophils"
"223","Blood_Cranio_scRNAseq",1313,737,0.456968773800457,"0","0","Neutrophils"
"224","Blood_Cranio_scRNAseq",5579,1870,0.591503853737229,"0","0","Neutrophils"
"225","Blood_Cranio_scRNAseq",4428,1418,0.383920505871725,"0","0","Neutrophils"
"226","Blood_Cranio_scRNAseq",3001,1123,0.133288903698767,"0","0","Neutrophils"
"227","Blood_Cranio_scRNAseq",3456,1476,0.260416666666667,"0","0","Neutrophils"
"228","Blood_Cranio_scRNAseq",3492,1216,0.372279495990836,"0","0","Neutrophils"
"229","Blood_Cranio_scRNAseq",2187,1040,0.228623685413809,"0","0","Neutrophils"
"230","Blood_Cranio_scRNAseq",3277,1237,0.396704302715899,"0","0","Neutrophils"
"231","Blood_Cranio_scRNAseq",2865,1189,0.31413612565445,"0","0","Neutrophils"
"232","Blood_Cranio_scRNAseq",4154,1265,0.120365912373616,"0","0","Neutrophils"
"233","Blood_Cranio_scRNAseq",3709,1286,0.215691561067673,"0","0","Neutrophils"
"234","Blood_Cranio_scRNAseq",3456,1217,0.0578703703703704,"0","0","Neutrophils"
"235","Blood_Cranio_scRNAseq",3049,1107,0.196785831420138,"0","0","Neutrophils"
"236","Blood_Cranio_scRNAseq",2856,1102,0.245098039215686,"0","0","Neutrophils"
"237","Blood_Cranio_scRNAseq",3348,1113,0.328554360812425,"0","0","Neutrophils"
"238","Blood_Cranio_scRNAseq",3308,1132,0.151148730350665,"0","0","Neutrophils"
"239","Blood_Cranio_scRNAseq",2847,1089,0.421496311907271,"0","0","Neutrophils"
"240","Blood_Cranio_scRNAseq",3436,1122,0.320139697322468,"0","0","Neutrophils"
"241","Blood_Cranio_scRNAseq",3034,1013,0.3955174686882,"0","0","Neutrophils"
"242","Blood_Cranio_scRNAseq",3124,1172,0.224071702944942,"0","0","Neutrophils"
"243","Blood_Cranio_scRNAseq",2522,1078,0.277557494052339,"0","0","Neutrophils"
"244","Blood_Cranio_scRNAseq",3187,1109,0.439284593661751,"0","0","Neutrophils"
"245","Blood_Cranio_scRNAseq",3052,1255,1.73656618610747,"0","0","Neutrophils"
"246","Blood_Cranio_scRNAseq",3817,1356,0.15719151165837,"0","0","Neutrophils"
"247","Blood_Cranio_scRNAseq",3020,1279,0.463576158940397,"0","0","Neutrophils"
"248","Blood_Cranio_scRNAseq",4155,1496,0.0962695547533093,"0","0","Neutrophils"
"249","Blood_Cranio_scRNAseq",7151,1579,1.62215074814711,"0","0","Neutrophils"
"250","Blood_Cranio_scRNAseq",3691,1354,0.406393931183961,"0","0","Neutrophils"
"251","Blood_Cranio_scRNAseq",2980,1267,0.335570469798658,"0","0","Neutrophils"
"252","Blood_Cranio_scRNAseq",3988,1320,0.325977933801404,"0","0","Neutrophils"
"253","Blood_Cranio_scRNAseq",2906,1137,0.275292498279422,"0","0","Neutrophils"
"254","Blood_Cranio_scRNAseq",3908,1481,0.409416581371546,"0","0","Neutrophils"
"255","Blood_Cranio_scRNAseq",6122,1464,0.310356092780137,"0","0","Neutrophils"
"256","Blood_Cranio_scRNAseq",10706,2836,4.44610498785728,"0","0","B cells"
"257","Blood_Cranio_scRNAseq",4216,1369,0.521821631878558,"0","0","Neutrophils"
"258","Blood_Cranio_scRNAseq",2769,1191,0.288912964969303,"0","0","Neutrophils"
"259","Blood_Cranio_scRNAseq",3698,1384,0.0540832882639265,"0","0","Neutrophils"
"260","Blood_Cranio_scRNAseq",4755,1418,0.147213459516299,"0","0","Neutrophils"
"261","Blood_Cranio_scRNAseq",3588,1454,0.696767001114827,"0","0","Neutrophils"
"262","Blood_Cranio_scRNAseq",7351,2016,0.217657461569854,"0","0","Neutrophils"
"263","Blood_Cranio_scRNAseq",3572,1346,0.195968645016797,"0","0","Neutrophils"
"264","Blood_Cranio_scRNAseq",3751,1252,0.346574246867502,"0","0","Neutrophils"
"265","Blood_Cranio_scRNAseq",3948,1430,0.303951367781155,"0","0","Neutrophils"
"266","Blood_Cranio_scRNAseq",4226,1332,0.473260766682442,"0","0","Neutrophils"
"267","Blood_Cranio_scRNAseq",4732,1484,0.29585798816568,"0","0","Neutrophils"
"268","Blood_Cranio_scRNAseq",3488,1319,2.12155963302752,"0","0","Neutrophils"
"269","Blood_Cranio_scRNAseq",12243,3359,4.11663807890223,"0","0","T cells"
"270","Blood_Cranio_scRNAseq",4558,1359,0.570425625274243,"0","0","Neutrophils"
"271","Blood_Cranio_scRNAseq",1252,565,0.319488817891374,"0","0","Neutrophils"
"272","Blood_Cranio_scRNAseq",3432,1238,0.32051282051282,"0","0","Neutrophils"
